rip_geog,ateco2007,forma_giu,anno,unit_loc,gruppo,PER_tot,PER_dir,PER_qua,PER_imp,PER_ope,DIP_dic13,PER_indet,PER_deter,PER_appre,PER_chiam,DIP_TemPar_tot,DIP_TemPar_indet,DIP_TemPar_term,ORE14,FAT14
1,Fabbricazione di macchine utensili per la formatura dei metalli (incluse parti e accessori ed esclus,13,2004,5,2,325,9,19,118,179,304,290,17,18,0,8,8,0,530000,86186789
3,Pulizia generale (non specializzata) di edifici,13,2005,1,3,325,0,0,8,317,278,283,12,30,0,295,283,12,197426,4631375
2,"Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e accessori casalinghi non elet",13,2008,2,1,325,5,11,55,254,284,301,24,0,0,14,14,0,510403,82853357
2,Raccolta di rifiuti solidi non pericolosi,13,1996,2,1,325,1,1,19,304,263,317,8,0,0,5,5,0,505853,46264290
3,Confezione in serie di abbigliamento esterno,13,1982,3,3,325,1,8,65,251,322,257,11,57,0,43,42,1,511888,71000000
2,"Fabbricazione di contatori di elettricità, gas, acqua ed altri liquidi, di bilance analitiche di pr",13,1988,0,2,325,4,11,108,202,332,325,0,0,0,32,32,0,530000,22698540
2,Fabbricazione di robot industriali per usi molteplici (incluse parti e accessori),13,1999,7,3,324,14,16,243,51,293,298,9,17,0,10,10,0,54035375,87189200
4,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali,13,1992,48,1,324,0,91,225,8,343,321,0,3,0,14,14,0,490128,14245408
2,"Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e accessori casalinghi non elet",13,1964,0,2,323,10,17,72,224,368,322,1,0,0,11,11,0,542970,90921000
1,Consulenza nel settore delle tecnologie dell'informatica,13,1986,4,1,322,3,37,252,30,288,284,8,30,0,9,9,0,503806,23625161
1,Trasporto terrestre di passeggeri in aree urbane e suburbane,13,2002,1,1,322,6,0,63,253,341,253,69,0,0,15,13,2,554503,29785361
4,Raccolta di rifiuti solidi non pericolosi,13,2008,6,3,321,1,0,8,312,286,304,17,0,0,63,46,17,1584,17588222
1,Fabbricazione di tessuti a maglia,13,1962,0,1,321,4,8,99,210,315,314,7,0,0,24,23,1,482494,96093366
2,Fabbricazione di altri mobili per ufficio e negozi,13,2008,4,1,320,4,4,103,209,279,297,23,0,0,13,13,0,503386,45372686
3,Fabbricazione di calzature,13,1972,30,1,320,1,8,86,225,417,294,26,0,0,45,36,9,545000,89645
2,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti,13,1968,8,3,319,5,0,110,204,314,299,9,11,0,3,3,0,489403,89158068
2,Fabbricazione di molle,13,1979,1,1,318,3,6,83,226,278,289,15,14,0,10,10,0,964684,54842599
1,Fabbricazione di altre parti ed accessori per autoveicoli e loro motori,13,1990,0,2,317,9,16,108,184,295,315,2,0,0,10,10,0,519980,79993962
1,Fabbricazione di apparecchiature per illuminazione,13,1978,2,1,316,1,8,61,246,319,314,2,0,0,2,2,0,635632,83172198
1,Fabbricazione di medicinali e preparati farmaceutici,13,1968,0,3,313,7,31,197,78,304,295,18,0,0,13,13,0,483008,85200000
2,Tessitura,13,1974,0,1,313,9,7,86,211,318,310,3,0,0,38,38,0,453881,103000000
1,Altra stampa,13,1913,3,1,312,7,6,64,235,435,312,0,0,0,0,0,0,458703,40656832
3,Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone (esclusi quelli in cart,13,1984,2,3,312,0,0,12,300,252,278,34,0,0,0,0,0,549120,2000000
4,Fabbricazione di altre parti ed accessori per autoveicoli e loro motori,13,1986,1,3,312,5,0,108,199,236,231,27,54,0,7,7,0,472130,93000000
2,Costruzione di opere di pubblica utilità per il trasporto di fluidi,13,1971,5,3,312,1,8,100,203,312,237,75,0,0,6,6,0,625484,6571894
1,"Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (incluse pa",13,1970,1,2,311,10,10,114,177,320,302,8,1,0,9,9,0,497938,68000000
2,Fusione di ghisa e produzione di tubi e raccordi in ghisa,13,1946,2,1,311,0,0,49,262,352,305,5,1,0,1,1,0,467896,65000000
1,Fabbricazione di serrature e cerniere e ferramenta simili,13,1971,3,3,310,5,2,131,172,342,310,0,0,0,50,50,0,450915,48000000
2,Fabbricazione di robot industriali per usi molteplici (incluse parti e accessori),13,2008,5,1,310,2,34,229,45,230,278,28,4,0,0,0,0,462154,131192389
1,Fabbricazione di altri rubinetti e valvole,13,2006,4,3,310,5,8,137,160,237,310,0,0,0,0,0,0,620139,76736069
1,Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbrica,13,1963,2,2,310,17,18,128,147,305,295,15,0,0,11,11,0,487079,87067208
1,Commercio all'ingrosso di prodotti chimici,13,1991,1,2,308,26,88,149,45,313,263,45,0,0,4,4,0,574910,241228766
1,Attivit? di riassicurazione,13,1989,20,1,308,9,23,273,3,312,290,10,8,0,23,23,0,31802,138447734
1,"Laboratori di analisi cliniche, laboratori radiografici ed altri centri di diagnostica per immagini",13,1971,21,1,308,2,16,290,0,296,273,35,0,0,73,68,5,462052,84661815
2,Ospedali e case di cura specialistici,13,2003,0,3,307,2,0,301,4,284,276,31,0,0,33,31,2,27409314,27409314
1,Fabbricazione di oggetti di gioielleria ed oreficeria in metalli preziosi o rivestiti di metalli pre,13,1991,19,1,307,7,15,263,22,271,270,37,0,0,56,52,4,521736,144532235
2,Attività delle holding impegnate nelle attività gestionali (holding operative),13,1981,2,1,307,2,4,84,217,22,296,6,5,0,0,0,0,144522,44279767
3,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali,13,1992,37,1,307,0,76,231,0,310,307,0,0,0,50,50,0,338400,40108278
3,Confezione in serie di abbigliamento esterno,13,1973,21,1,307,2,2,172,131,247,212,95,0,0,52,45,7,377177,69438706
1,Mense,13,2004,68,3,306,0,1,17,288,209,245,61,0,0,270,210,60,265169,9779473
1,Tessitura,13,1976,1,3,306,3,6,60,237,311,294,12,0,0,26,26,0,522480,57138594
3,Ristorazione con somministrazione,13,1994,2,2,305,1,10,294,0,277,217,88,0,0,93,66,27,456000,29819050
4,"Fabbricazione di motori, generatori e trasformatori elettrici",13,2009,1,1,305,6,17,120,162,300,303,2,0,0,0,0,0,56826,92567025
2,Leasing finanziario,13,1986,27,2,305,8,123,174,0,330,287,18,0,0,16,7,9,505532,56508527
1,Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa,13,1972,0,3,305,7,5,60,233,312,298,3,4,0,22,20,2,518980,83727574
2,"Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche",13,2009,6,3,304,10,23,134,137,295,300,3,1,0,12,12,0,42633,99278277
1,Servizi di progettazione di ingegneria integrata,13,1930,3,1,304,19,94,161,30,402,294,3,7,0,3,3,0,608953,51227764
1,Lavori di meccanica generale,13,1976,3,2,303,5,11,133,154,311,290,6,7,0,11,11,0,180853,78225059
1,"Siderurgia - Fabbricazione di ferro, acciaio e ferroleghe",13,1996,2,2,303,10,14,75,204,303,297,6,0,0,8,8,0,394484,170719401
3,Movimento merci relativo a trasporti marittimi e fluviali,13,1996,0,1,303,7,8,150,138,304,299,3,1,0,13,13,0,454620,40513751
1,Fabbricazione di imballaggi in materie plastiche,13,1997,0,1,302,10,22,61,209,308,300,2,0,0,19,17,2,464712,51473000
3,Costruzione di linee ferroviarie e metropolitane,13,1970,13,1,302,44,26,137,95,271,292,9,1,0,5,5,0,549448,243959514
2,Fabbricazione di trattori agricoli,13,1961,0,3,302,2,10,95,195,299,290,11,1,0,12,11,1,458155,68833295
4,Pulizia generale (non specializzata) di edifici,13,1982,0,3,301,0,0,12,289,251,301,0,0,0,28,28,0,422353,10527142
1,"Gestione di strade, ponti, gallerie",13,1954,11,1,301,7,6,256,32,305,298,2,1,0,44,42,2,465074,136203052
1,"Commercio al dettaglio di articoli di profumeria, prodotti per toletta e per l'igiene personale",13,1998,30,1,300,2,0,298,0,312,300,0,0,0,120,120,0,455600,15438441
1,Trafilatura a freddo,13,1981,5,2,300,6,13,105,176,297,285,8,7,0,7,5,2,502102,91105223
1,Fabbricazione di apparecchiature fluidodinamiche,13,2001,1,1,299,4,8,80,207,286,297,0,2,0,24,24,0,483707,49912646
2,"Produzione di fette biscottate, biscotti; prodotti di pasticceria conservati",13,1997,2,2,298,0,4,30,264,254,243,55,0,0,117,66,51,390697,44020371
4,Mense,13,1990,3,3,298,0,0,5,293,310,271,17,10,0,284,267,17,69776,6058883
3,Commercio al dettaglio di calzature e accessori,13,1988,30,1,298,0,0,298,0,282,258,40,0,0,44,39,5,411646,66838150
2,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti,13,1979,0,1,298,3,7,90,198,324,293,5,0,0,9,9,0,441000,51025000
1,Altra stampa,13,1976,4,1,297,6,7,76,208,307,292,5,0,0,1,1,0,557922,132500530
4,"Commercio al dettaglio di ferramenta, vernici, vetro piano e materiale elettrico e termoidraulico",13,1995,9,1,297,2,7,143,145,312,295,2,0,0,26,26,0,627640,93985567
4,Altri lavori di completamento e di finitura degli edifici,13,1986,0,3,297,8,11,165,113,304,295,2,0,0,11,11,0,494028,57063803
2,Ospedali e case di cura generici,13,1965,0,3,297,0,0,285,12,293,288,9,0,0,28,26,2,444701,35000000
1,Produzione di carne di volatili e prodotti della loro macellazione (attivit? dei mattatoi),13,1967,10,3,297,5,0,20,272,270,173,124,0,0,25,25,0,400879,22957864
4,Altri trasporti terrestri di passeggeri nca,13,2000,7,1,296,1,8,30,257,330,296,0,0,0,0,0,0,550884,28224184
4,Riparazione e manutenzione di aeromobili e di veicoli spaziali,13,2010,9,1,296,1,8,64,223,331,295,1,0,0,9,8,1,578000,373440000
4,Trasporto terrestre di passeggeri in aree urbane e suburbane,13,1972,0,3,296,4,6,43,243,298,295,1,0,0,0,0,0,470964,15500000
1,"Laboratori di analisi cliniche, laboratori radiografici ed altri centri di diagnostica per immagini",13,1980,17,3,296,2,6,288,0,300,288,8,0,0,115,110,5,540000,38200000
3,Magazzini di custodia e deposito per conto terzi,13,1981,8,3,295,2,9,256,28,235,267,17,11,0,45,45,0,394956,16649327
2,Confezione in serie di abbigliamento esterno,13,1964,1,3,294,3,5,38,248,301,270,24,0,0,51,51,0,417880,19264000
2,Fabbricazione di apparecchi elettrici ed elettronici per telecomunicazioni,13,1982,5,3,293,16,46,198,33,328,290,1,2,0,15,14,1,471550,52625000
2,"Commercio al dettaglio in esercizi non specializzati di computer, periferiche, attrezzature per le t",13,2002,19,1,293,0,0,53,240,293,195,96,2,0,4,4,0,527400,95303083
1,"Fabbricazione di mobili per uso medico, apparecchi medicali per diagnosi, di materiale medico-chirur",13,1972,0,1,292,8,6,103,175,256,281,10,1,0,3,3,0,400086,42684578
2,Fabbricazione di mobili per arredo domestico,13,1976,1,3,291,1,0,73,217,285,291,0,0,0,10,10,0,533000,65500000
2,Ospedali e case di cura generici,13,1981,1,1,291,1,0,256,34,295,278,13,0,0,24,24,0,411232,46715521
1,"Altre attività professionali, scientifiche e tecniche nca",13,1957,6,1,291,23,20,232,16,292,271,4,16,0,29,29,0,443000,55301393
4,Raccolta di rifiuti solidi non pericolosi,13,2008,0,3,290,0,0,290,0,200,290,0,0,0,0,0,0,450000,9000000
1,Fabbricazione di prodotti farmaceutici di base,13,1993,11,2,290,9,27,104,150,236,278,12,0,0,0,0,0,386800,61885112
1,Fabbricazione di bilance e di macchine automatiche per la vendita e la distribuzione (incluse parti,13,1987,4,2,290,6,12,80,192,280,270,20,0,0,16,16,0,1044000,43000000
1,Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi),13,1991,9,1,290,7,7,86,190,292,289,1,0,0,27,27,0,483476,113320000
4,Raccolta di rifiuti solidi non pericolosi,13,1989,1,3,289,1,0,20,268,289,289,0,0,0,43,43,0,19000,15000000
1,"Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini",13,1969,1,2,288,3,22,108,155,281,267,21,0,0,9,8,1,463157,85002118
2,Commercio al dettaglio di calzature e accessori,13,1991,17,3,288,0,0,288,0,269,285,3,0,0,36,33,3,391676,70902532
3,Commercio di altri autoveicoli,13,1969,4,3,287,11,12,167,97,278,277,2,8,0,19,19,0,471000,205837094
1,"Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche",13,1969,1,2,287,9,26,94,158,272,271,16,0,0,27,24,3,45200672,56266035
1,Fabbricazione di parti in cuoio per calzature,13,2009,1,2,286,6,20,111,149,295,278,8,0,0,0,0,0,407486,43428491
3,Fabbricazione di altri mobili per ufficio e negozi,13,1977,5,1,286,2,10,117,157,278,280,6,0,0,2,2,0,576000,42603000
2,Produzione di energia elettrica,13,1970,4,1,286,9,23,196,58,275,283,3,0,0,16,16,0,422681,98066233
4,"Fabbricazione di pullover, cardigan ed altri articoli simili a maglia",13,1952,2,1,286,8,0,47,231,259,262,24,0,0,24,23,1,468458,39733000
1,"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici",13,1926,4,1,285,7,55,109,114,250,277,8,0,0,22,22,0,42197,88096472
3,Trattamento e rivestimento dei metalli,13,1969,0,3,285,1,0,61,223,279,266,14,5,0,29,29,0,439611,32400000
3,Fabbricazione di elettrodomestici,13,2006,0,3,284,4,4,70,206,330,284,0,0,0,6,6,0,468000,45000000
3,Ipermercati,13,1997,5,3,284,1,6,73,204,284,280,0,4,0,4,4,0,106032,276719263
1,Fabbricazione di fibre di vetro,13,2007,1,2,284,7,19,29,229,272,282,2,0,0,0,0,0,484423,83000000
1,"Confezionamento di biancheria da letto, da tavola e per l'arredamento",13,1999,11,1,284,8,43,146,87,282,281,3,0,0,56,54,2,416031,103843671
1,"Commercio al dettaglio di ferramenta, vernici, vetro piano e materiale elettrico e termoidraulico",13,1993,32,3,284,0,5,248,31,263,217,38,29,0,45,41,4,105224,50870424
4,Pulizia generale (non specializzata) di edifici,13,1999,1,2,284,1,1,102,180,1146,269,15,0,0,269,255,14,631798,25554388
1,Gestione di parcheggi e autorimesse,13,1985,40,2,284,3,7,46,228,216,279,3,2,0,95,94,1,338256,44994559
1,"Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche",13,1966,4,2,284,16,41,73,154,286,282,2,0,0,8,8,0,436619,90747955
1,"Fabbricazione di porte, finestre e loro telai, imposte e cancelli metallici",13,1981,8,2,283,21,37,225,0,283,278,5,0,0,54,53,1,500000,48136964
4,"Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi",13,1994,1,1,283,9,8,123,143,261,253,24,6,0,2,2,0,535686,30702000
1,Commercio al dettaglio di confezioni per adulti,13,1998,39,1,283,10,14,257,2,301,236,47,0,0,0,0,0,669735,192326954
3,Fabbricazione di altre apparecchiature elettriche,13,1987,3,1,283,6,20,131,126,262,270,0,13,0,8,8,0,515000,80410000
4,Commercio al dettaglio di apparecchi audio e video in esercizi specializzati,13,1987,11,3,283,0,1,243,39,267,268,15,0,0,16,14,2,441007,66988107
2,Commercio al dettaglio di articoli di pelletteria e da viaggio,13,1986,3,2,282,13,39,195,35,254,262,16,4,0,19,19,0,438643,296686763
3,Taglio e piallatura del legno,13,2008,4,1,282,4,16,71,191,318,280,2,0,0,11,11,0,379525,65419810
1,Commercio all'ingrosso di articoli per l'illuminazione; materiale elettrico vario per uso domestico,13,1970,23,1,282,0,3,184,95,293,276,3,2,1,28,28,0,98624,80400000
3,Commercio all'ingrosso di articoli per l'illuminazione; materiale elettrico vario per uso domestico,13,1981,21,1,282,0,12,270,0,259,280,2,0,0,9,8,1,454278,95909484
2,Produzione di software non connesso all'edizione,13,1983,0,3,282,10,48,224,0,301,278,4,0,0,52,52,0,437115,45400000
1,Minimercati ed altri esercizi non specializzati di alimentari vari,13,1992,25,1,282,1,4,13,264,207,201,65,16,0,77,66,11,352618,75393743
2,Produzione di cemento,13,1935,3,3,282,14,16,101,151,160,282,0,0,0,5,5,0,540619,6622756
1,Fabbricazione di tubi e condotti senza saldatura,13,1993,1,2,281,5,12,50,214,283,279,2,0,0,3,3,0,482627,153847
4,Trasporto marittimo e costiero di merci,13,1992,1,3,281,0,4,192,85,274,36,245,0,0,3,3,0,763022,36101311
1,Fabbricazione di altri prodotti in gomma,13,1986,0,3,280,2,21,85,172,267,273,7,0,0,13,13,0,425000,47000000
3,"Fabbricazione di mattoni, tegole ed altri prodotti per l'edilizia in terracotta",13,1941,4,3,280,4,12,33,231,332,280,0,0,0,4,4,0,412744,47000000
4,Commercio al dettaglio di confezioni per adulti,13,1992,41,3,279,0,3,276,0,225,95,175,9,0,34,2,32,400000,35994955
1,Fabbricazione di altre parti ed accessori per autoveicoli e loro motori,13,1998,3,1,279,7,0,51,221,262,240,39,0,0,11,11,0,422952,76973489
1,Ricerche di mercato e sondaggi di opinione,13,1996,0,3,278,20,51,202,5,336,271,2,5,0,40,40,0,46153,4791362
1,Attività paramediche indipendenti,13,2002,7,3,278,4,2,11,261,278,150,128,0,0,20,10,10,711680,12089451
4,"Commercio al dettaglio di biancheria personale, maglieria, camicie",13,1990,67,3,277,0,4,265,8,409,189,87,1,0,19,9,10,560104,45545998
3,Fabbricazione di calzature,13,1990,6,3,277,0,0,53,224,338,261,5,11,0,11,11,0,537176,40000000
1,Trattamento e rivestimento dei metalli,13,1989,4,2,276,14,24,67,171,276,276,0,0,0,9,9,0,469547,69533128
2,"Commercio all'ingrosso non specializzato di prodotti alimentari, bevande e tabacco",13,1990,4,2,276,7,12,119,138,253,251,18,7,0,14,14,0,57143,366867627
1,Fabbricazione di calzature,13,1992,19,1,275,5,7,152,111,277,220,53,2,0,53,39,14,416896,48044174
1,"Produzione di cacao in polvere, cioccolato, caramelle e confetterie",13,1946,2,1,275,7,12,54,202,275,274,1,0,0,28,28,0,408396,122867918
2,"Produzione di pasti e piatti pronti (preparati, conditi, cucinati e confezionati)",13,1974,3,1,274,4,1,28,241,158,145,129,0,0,3,3,0,465547,55265945
1,Produzione di prodotti a base di carne (inclusa la carne di volatili),13,1980,1,3,273,12,9,60,192,301,250,11,12,0,18,17,1,451300,76578000
4,Ospedali e case di cura specialistici,13,1949,1,3,273,37,0,234,2,252,257,16,0,0,9,4,5,81991,45564531
2,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti,13,1961,3,3,273,11,8,76,178,260,262,10,1,0,11,11,0,79115,70612546
2,Ospedali e case di cura generici,13,1974,0,3,273,30,0,228,15,268,250,23,0,0,8,6,2,531000,34309266
1,Fabbricazione di attrezzature per cablaggio,13,1963,16,1,273,6,8,117,142,282,269,4,0,0,51,50,1,385122,42881268
3,Fabbricazione di altri articoli metallici e minuteria metallica,13,1968,2,2,273,4,0,59,210,232,242,27,4,0,4,4,0,611856,54693000
2,Fabbricazione di altri articoli in materie plastiche,13,1974,5,3,272,3,4,50,215,272,272,0,0,0,17,17,0,381963,79974000
2,Fabbricazione di prodotti chimici impiegati per ufficio e per il consumo non industriale,13,1981,5,2,270,7,35,102,126,236,245,10,15,0,11,11,0,428393,66940645
2,Fabbricazione di motocicli e motoveicoli (inclusi i motori),13,1976,1,2,270,8,6,52,204,276,270,0,0,0,50,50,0,373224,58797605
3,Confezione in serie di abbigliamento esterno,13,1971,2,3,270,0,2,25,243,350,269,1,0,0,0,0,0,300000,23000000
3,Fabbricazione di altre apparecchiature elettriche,13,1950,1,1,269,3,5,43,218,275,269,0,0,0,0,0,0,458379,81494615
1,Pulizia generale (non specializzata) di edifici,13,1991,0,1,268,0,1,29,238,167,239,29,0,0,220,195,25,200000,5168637
3,Fabbricazione di armi e munizioni,13,1967,0,1,268,5,13,83,167,270,263,4,0,1,17,15,2,452800,100000000
1,"Fabbricazione di pullover, cardigan ed altri articoli simili a maglia",13,1967,12,1,268,1,13,144,110,257,240,28,0,0,12,10,2,418945,65000000
1,Corsi di formazione e corsi di aggiornamento professionale,13,2001,1,2,267,13,29,225,0,250,255,11,1,0,41,40,1,515245,52524646
2,Fabbricazione di componenti elettronici,13,2009,1,1,267,8,5,48,206,285,266,1,0,0,23,23,0,564000,44635000
1,Raccolta di rifiuti solidi non pericolosi,13,1981,9,3,267,0,0,10,257,227,235,12,20,0,2,2,0,436000,24284704
1,Edizione di riviste e periodici,13,1966,1,3,267,18,27,211,11,253,245,22,0,0,7,6,1,416000,50361653
2,Fabbricazione di macchine e apparecchi di sollevamento e movimentazione,13,2005,2,1,267,1,11,84,171,256,259,8,0,0,5,5,0,411807,48802553
3,Attività degli studi di ingegneria,13,1997,3,1,266,25,43,198,0,265,227,39,0,0,1,1,0,510000,74253795
2,Fabbricazione di altri articoli in materie plastiche,13,1964,0,2,266,2,16,48,200,278,261,5,0,0,16,16,0,78760,52311036
1,"Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi",13,1970,0,3,266,6,16,121,123,250,246,20,0,0,7,7,0,442965,42043000
1,Tessitura,13,1938,6,3,266,5,0,67,194,251,252,8,6,0,19,19,0,419851,60828000
1,Fabbricazione di carta e cartone,13,1977,2,3,265,8,11,73,173,258,265,0,0,0,6,6,0,460000,80763000
2,Fabbricazione di apparecchiature fluidodinamiche,13,1995,1,1,265,6,7,102,150,264,264,1,0,0,6,6,0,487600,120913670
2,Consulenza nel settore delle tecnologie dell'informatica,13,1984,4,3,265,19,17,206,23,268,234,8,23,0,17,16,1,447256,24459290
3,Altra stampa,13,1977,1,2,265,6,11,71,177,256,265,0,0,0,2,2,0,40000,44267419
2,Organizzazione di convegni e fiere,13,1956,0,1,265,9,22,227,7,264,262,3,0,0,135,134,1,332685,69480365
4,Supermercati,13,1990,18,3,264,0,0,0,264,217,231,24,9,0,240,231,9,272016,60973992
1,Produzione di software non connesso all'edizione,13,1976,1,1,264,0,27,218,19,255,244,1,19,0,5,5,0,437666,70615672
2,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti,13,1960,2,1,264,1,9,81,173,253,250,14,0,0,4,4,0,83200,57405399
1,Fabbricazione di prodotti refrattari,13,1989,4,2,263,10,23,79,151,267,258,1,4,0,6,5,1,221760,74753230
1,Attività delle agenzie di fornitura di lavoro temporaneo (interinale),13,1999,75,2,263,13,16,220,14,236,204,45,14,0,30,23,7,43588,173464614
1,Tessitura,13,1971,3,1,263,7,10,150,96,256,248,10,5,0,25,25,0,326900,49776412
1,"Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software",13,1984,2,3,262,0,3,259,0,179,244,18,0,0,14,14,0,350000,50731000
3,"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici",13,1968,6,1,262,12,0,157,93,286,238,11,13,0,2,2,0,493540,89263924
3,"Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (incluse parti e a",13,1980,5,1,262,3,6,58,195,255,248,8,6,0,0,0,0,411192,57299310
2,Preparazione e concia del cuoio e pelle; preparazione e tintura di pellicce,13,1974,4,3,262,4,9,40,209,211,255,4,3,0,15,15,0,404029,219624037
2,Costruzione di edifici residenziali e non residenziali,13,1971,11,3,262,0,1,38,223,275,227,25,1,9,55,46,9,429511,31339444
1,Attività di pulizia specializzata di edifici e di impianti e macchinari industriali,13,1984,0,3,261,0,1,16,244,280,256,5,0,0,201,197,4,456762,8740173
2,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti,13,2000,0,3,260,10,9,59,182,259,248,12,0,0,2,2,0,386162,62500000
1,"Commercio al dettaglio in esercizi non specializzati di computer, periferiche, attrezzature per le t",13,1988,33,1,260,0,0,253,7,242,218,32,10,0,43,33,10,393905,104150224
2,Distribuzione di combustibili gassosi mediante condotte,13,2004,8,1,259,13,14,153,79,271,258,1,0,0,20,20,0,454388,80404000
1,Commercio all'ingrosso di prodotti chimici,13,1991,2,2,258,8,22,169,59,234,236,22,0,0,5,5,0,4890,97703705
3,Pulizia generale (non specializzata) di edifici,13,2007,2,3,258,0,0,3,255,537,229,29,0,0,255,227,28,107697,2567854
3,Fabbricazione di altri prodotti in minerali non metalliferi nca,13,1986,9,3,258,2,15,25,216,315,130,128,0,0,2,1,1,661275,2590146
2,Fusione di acciaio,13,1962,0,3,258,5,1,39,213,283,257,1,0,0,8,8,0,419000,4006000
2,Imprese di gestione esattoriale,13,1994,28,3,256,3,8,222,23,220,201,46,5,4,76,57,19,299798,18730480
2,Produzione di altri prodotti alimentari nca,13,1984,3,1,256,7,8,122,119,236,226,30,0,0,8,7,1,460625,79409132
4,Supermercati,13,1996,26,3,256,1,1,18,236,148,70,184,2,0,45,20,25,2000,74000000
1,Produzione di cemento,13,1939,3,2,256,13,26,97,120,310,256,0,0,0,0,0,0,413322,72720000
2,Fabbricazione di macchine e apparecchi di sollevamento e movimentazione,13,1972,1,2,256,5,4,79,168,251,254,1,1,0,5,5,0,423038,188879795
4,Ospedali e case di cura generici,13,1996,0,3,255,21,0,191,43,246,253,2,0,0,1,1,0,384024,30000000
2,Ipermercati,13,1996,2,3,255,1,2,239,13,262,248,1,6,0,148,147,1,31600,56745800
2,"Lavorazione artistica del marmo e di altre pietre affini, lavori in mosaico",13,1981,3,3,255,4,8,91,152,322,253,2,0,0,7,7,0,403127,66713086
3,Fabbricazione di medicinali e preparati farmaceutici,13,1977,3,1,254,11,41,133,69,203,188,66,0,0,3,2,1,321511,60241000
3,Commercio all'ingrosso di materiali da costruzione (inclusi gli apparecchi igienico-sanitari),13,1982,0,3,254,0,1,212,41,265,216,38,0,0,10,10,0,470271,71035428
1,Istruzione secondaria di secondo grado di formazione generale: licei,13,1913,1,3,253,0,0,237,16,216,185,68,0,0,65,35,30,211396,15310872
1,"Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (incluse pa",13,1979,2,1,253,9,6,132,106,224,246,6,1,0,2,2,0,406530,47000000
1,Fabbricazione di articoli sportivi,13,1962,0,3,253,13,0,139,101,250,229,23,1,0,26,26,0,382185,65000000
1,Pulizia generale (non specializzata) di edifici,13,1988,1,3,252,0,0,20,232,217,223,25,0,4,222,197,25,216063,4331000
2,Raccolta di rifiuti solidi non pericolosi,13,2012,7,3,252,2,8,36,206,286,233,19,0,0,4,4,0,500000,32174579
1,Tessitura,13,1959,0,1,252,7,15,141,89,253,241,11,0,0,17,16,1,467520,61195046
3,Amministrazione di condomini e gestione di beni immobili per conto terzi,13,1996,11,1,251,12,48,191,0,252,244,7,0,0,21,21,0,385226,203000000
1,Attività dei servizi connessi al trasporto marittimo e per vie d'acqua,13,1970,1,1,251,14,20,141,76,263,251,0,0,0,1,1,0,441800,40000000
2,Fabbricazione di altri fili e cavi elettrici ed elettronici,13,1970,3,3,250,8,15,40,187,451,247,3,0,0,10,10,0,437500,234000000
3,Produzione di vini da tavola e v.p.q.r.d.,13,2000,3,1,250,6,19,132,93,237,211,38,1,0,5,3,2,390673,160320911
1,Tessitura,13,2002,1,2,250,2,8,55,185,219,224,26,0,0,10,10,0,420621,38129877
4,Commercio all'ingrosso di frutta e ortaggi freschi,12,1940,0,3,250,0,0,2,248,261,0,250,0,0,0,0,0,252613,12797273
